itemId,description,title
2114,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.Drama","Outsiders, The (1983)"
2115,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.Action Adventure Fantasy",Indiana Jones and the Temple of Doom (1984)
2116,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.Adventure Animation Children Fantasy,"Lord of the Rings, The (1978)"
2117,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.Drama Sci-Fi,1984 (Nineteen Eighty-Four) (1984)
2118,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.Thriller","Dead Zone, The (1983)"
2119,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.Horror",Maximum Overdrive (1986)
2120,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.Drama Horror",Needful Things (1993)
2121,A friendly St. Bernard named Cujo contracts rabies and conducts a reign of terror on a small American town.Horror Thriller,Cujo (1983)
2122,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.Horror Thriller,Children of the Corn (1984)
2123,"When a casino-owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy, to prep his retaliation. He also stumbles onto an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares of what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.Animation Children Comedy Drama Fantasy",All Dogs Go to Heaven (1989)
2124,"When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.Children Comedy Fantasy","Addams Family, The (1991)"
2125,"A “modern” young woman of the 16th century, Danielle is as independent and wise as she is beautiful and kind. Against remarkable odds, she stands up to her scheming stepmother and works miracles on the lives of everyone around her, including the crown prince of France!Comedy Drama Romance",Ever After: A Cinderella Story (1998)
2126,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.Action Crime Mystery Thriller",Snake Eyes (1998)
2130,"In a corrupt city, a small-time gangster and the estranged wife of a pot dealer find themselves thrown together in an escapade of love, money, drugs and danger.Crime Drama Romance",Atlantic City (1980)
2131,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.Drama",Autumn Sonata (Höstsonaten) (1978)
2132,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.Drama",Who's Afraid of Virginia Woolf? (1966)
2133,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.Adventure Comedy",Adventures in Babysitting (1987)
2134,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to create a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.Comedy Fantasy Sci-Fi",Weird Science (1985)
2135,A veterinarian who can communicate with animals travels abroad to search for a giant sea snail.Adventure Children Musical,Doctor Dolittle (1967)
2136,"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.Comedy Sci-Fi","Nutty Professor, The (1963)"
2137,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.Animation Children",Charlotte's Web (1973)
2138,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.Adventure Animation Children Drama Fantasy",Watership Down (1978)
2139,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.Adventure Animation Children Drama","Secret of NIMH, The (1982)"
